NAME	TITLE	SCORE	
LOC115600467	NA	0.98057616	
LOC103538173	NA	0.9760591	
LAYN	NA	0.9747162	
KIAA0753	NA	0.974684	
PLEKHG7	NA	0.9725357	
GPR149	NA	0.96912277	
LEPROT	NA	0.9691055	
CEND1	NA	0.96901464	
TRNAY-GUA_2	NA	0.96703416	
TOR1B	NA	0.96633184	
ANXA1	NA	0.9617313	
SCNN1A	NA	0.96124935	
ZNF414	NA	0.961188	
GTF2IRD1	NA	0.95782566	
LOC103526681	NA	0.9573273	
ZNF362	NA	0.95578	
TASOR	NA	0.9553043	
ADAMTS1	NA	0.95396227	
LOC115599579	NA	0.95199907	
TMPO	NA	0.9486693	
TMEM79	NA	0.94815385	
SLC27A3	NA	0.94563574	
SNX6	NA	0.9447828	
TRAPPC3L	NA	0.9425547	
ELOA	NA	0.94222194	
LOC103529621	NA	0.9418274	
SGCE	NA	0.9392989	
LOC103535101	NA	0.93831426	
ADD3	NA	0.93774706	
SHH	NA	0.93673813	
FBN2	NA	0.93492556	
SEMA6D	NA	0.93234885	
HOXB9	NA	0.93060255	
TMCO3	NA	0.93024075	
GFPT2	NA	0.9298676	
TWIST2	NA	0.9295804	
C7	NA	0.92935824	
LOXHD1	NA	0.9284939	
ATP2B2	NA	0.9269584	
OSR1	NA	0.9264809	
SUSD5	NA	0.92619675	
LOC115598503	NA	0.9259224	
CMTR2	NA	0.92194116	
TMEM263	NA	0.9203639	
ZFAND4	NA	0.920058	
LOC115599624	NA	0.91962713	
LOC103532967	NA	0.91798514	
CASC1	NA	0.91751724	
LOC103525631	NA	0.9171996	
GPR21	NA	0.91715366	
CHL1	NA	0.91648436	
VAMP3	NA	0.91587657	
RAB37	NA	0.9132629	
OTOGL	NA	0.9130227	
NEXMIF	NA	0.91251194	
ATP9B	NA	0.91218007	
HAPLN3	NA	0.91212976	
LOC103527772	NA	0.9116205	
SPINT4	NA	0.9107947	
TRIM37	NA	0.9098896	
OXTR	NA	0.9086865	
CCNO	NA	0.90810853	
METRNL	NA	0.9076546	
CASP2	NA	0.9055879	
TTC29	NA	0.90477645	
ACTA1	NA	0.90470576	
C1H12orf75	NA	0.9037913	
LAD1	NA	0.9036892	
HRH2	NA	0.90027475	
GNB5	NA	0.90001774	
GABPB2	NA	0.8988633	
NR3C2	NA	0.8987967	
LOC115598476	NA	0.89831346	
MLH3	NA	0.89788944	
SMAGP	NA	0.8963588	
LOC103528260	NA	0.89632446	
KATNAL2	NA	0.89513797	
TMEM119	NA	0.89507645	
MPP7	NA	0.89352053	
RGS8	NA	0.8928339	
DGKK	NA	0.8919427	
NOS2	NA	0.89182514	
HS3ST6	NA	0.8913762	
FKBP9	NA	0.89103526	
IP6K1	NA	0.8905882	
S100A16	NA	0.8905062	
ATP9A	NA	0.8900053	
PLXNA2	NA	0.88944113	
GPR176	NA	0.88942575	
MOS	NA	0.88872164	
CBX2	NA	0.88864595	
SLCO4C1	NA	0.8873877	
LOC103535916	NA	0.88652533	
CMTM7	NA	0.88560694	
PID1	NA	0.88540363	
WLS	NA	0.88512754	
TBXT	NA	0.88431275	
LOC103535968	NA	0.8839395	
PI16	NA	0.8825611	
BBS4	NA	0.8825289	
SWAP70	NA	0.881488	
BTBD19	NA	0.8804266	
VWA2	NA	0.87985396	
VSTM5	NA	0.87975323	
NXPH2	NA	0.8788806	
LOC115598902	NA	0.877921	
RHOBTB2	NA	0.8767494	
KCTD15	NA	0.8760579	
LRCH1	NA	0.87562174	
LOC103526895	NA	0.8752766	
LOC103534136	NA	0.8742887	
LOC103532818	NA	0.87348557	
SETD4	NA	0.8734716	
APC2	NA	0.87232065	
MPPED2	NA	0.87178123	
FAM110A	NA	0.87144136	
SGSM1	NA	0.8710358	
UGGT2	NA	0.8705	
TSPEAR	NA	0.87033767	
LOC103532576	NA	0.86958474	
ANTXR1	NA	0.86872756	
TWIST1	NA	0.868718	
SYT16	NA	0.86745614	
GRIP1	NA	0.86738944	
EDIL3	NA	0.8672779	
CPNE3	NA	0.86675835	
RCBTB2	NA	0.86641276	
CAST	NA	0.8659929	
RIMS2	NA	0.86561257	
FOXO6	NA	0.86536324	
NLGN1	NA	0.86522496	
SCN4B	NA	0.8648568	
LOC115600409	NA	0.86476696	
LOC115599515	NA	0.86424524	
LOC103539396	NA	0.86395615	
CHAT	NA	0.8636651	
IQGAP1	NA	0.8633536	
C1H21orf91	NA	0.8629195	
B3GNT7	NA	0.8617311	
DPYSL3	NA	0.86125344	
LOC103525861	NA	0.8612437	
CACNA2D2	NA	0.8612007	
FBN1	NA	0.86049813	
RUNX1	NA	0.8602211	
ZMYND11	NA	0.85961246	
ANKDD1A	NA	0.85953045	
RSBN1	NA	0.85946393	
OPHN1	NA	0.8593275	
COL4A6	NA	0.85915226	
LRRK1	NA	0.8587021	
CNN3	NA	0.85857856	
HAPLN1	NA	0.85851806	
LOC115600142	NA	0.8577331	
C1QTNF7	NA	0.8573937	
PGAP1	NA	0.8561724	
LOC115598458	NA	0.85584146	
FAM53B	NA	0.8552259	
CKB	NA	0.855172	
RAMP1	NA	0.85408956	
CLEC3B	NA	0.8540447	
LOC115598044	NA	0.8525008	
VIPR2	NA	0.85160875	
NPHP3	NA	0.8502416	
DYNLRB2	NA	0.85007733	
KLHL11	NA	0.84937775	
EPHB6	NA	0.8492686	
LOC115598026	NA	0.8487673	
RAB4A	NA	0.8486329	
LOC115599962	NA	0.8473537	
TDRP	NA	0.84714204	
ZMYND8	NA	0.8466883	
GRAP2	NA	0.8463983	
SCN8A	NA	0.84615946	
FAM177A1	NA	0.8460133	
NME5	NA	0.8444061	
LOC103534432	NA	0.8442687	
TMEM50A	NA	0.84324884	
NCS1	NA	0.84232146	
LOC103531448	NA	0.8411066	
MYO3A	NA	0.8408121	
CALD1	NA	0.8401919	
WDR72	NA	0.8395628	
MATN2	NA	0.83903164	
NEMP2	NA	0.8390013	
KCNQ4	NA	0.83895576	
USP53	NA	0.8389546	
LUZP1	NA	0.83733034	
S100A13	NA	0.8368494	
ADAMTSL1	NA	0.8364306	
NFYA	NA	0.8358014	
LCP2	NA	0.8356157	
ST3GAL4	NA	0.8352038	
B3GAT1	NA	0.83512384	
CASD1	NA	0.8342633	
LOC103528105	NA	0.83357686	
RHBDL1	NA	0.8332443	
HLX	NA	0.83306223	
MTMR12	NA	0.8314475	
LMOD1	NA	0.83124477	
IQCA1	NA	0.830964	
RAB39B	NA	0.8308207	
HACD4	NA	0.83070624	
GPR161	NA	0.83055955	
DMRTA2	NA	0.8301609	
LOC115598331	NA	0.82976407	
S100B	NA	0.82554424	
LOC115598065	NA	0.8249034	
AXIN1	NA	0.82436395	
SYT8	NA	0.8242292	
DEF6	NA	0.8239583	
SOSTDC1	NA	0.8235888	
CIITA	NA	0.8235076	
NINL	NA	0.82129097	
LOC115598639	NA	0.82126564	
SYNC	NA	0.8209072	
ALDH1L2	NA	0.82081974	
TRPV4	NA	0.82038426	
LRRC72	NA	0.82035613	
PDE6H	NA	0.8202525	
MID2	NA	0.82014316	
LOC103537910	NA	0.8193872	
LOC103532226	NA	0.81866217	
LOC115598191	NA	0.8179003	
STXBP6	NA	0.8177687	
PCTP	NA	0.81518286	
CLIC3	NA	0.81474286	
FAM184A	NA	0.81440043	
CIPC	NA	0.81365126	
LCOR	NA	0.8135939	
MXRA7	NA	0.81306255	
ADGRG2	NA	0.8118245	
STX7	NA	0.8118191	
HSF2	NA	0.81133926	
STEAP2	NA	0.8094381	
LRRC3	NA	0.80940384	
CHRM3	NA	0.8093553	
LOC115600509	NA	0.80900604	
LOC103535180	NA	0.8089973	
PJA2	NA	0.8078077	
BMP7	NA	0.8075635	
PRKCI	NA	0.8069938	
TECR	NA	0.8069562	
LOC103536663	NA	0.8069253	
DOP1B	NA	0.8064108	
SPTSSB	NA	0.80605006	
NIPAL3	NA	0.8054106	
FAM102B	NA	0.8053788	
FEZ1	NA	0.80517226	
OLFML3	NA	0.8047911	
IGFBP3	NA	0.8035131	
MMP2	NA	0.80301654	
FSTL3	NA	0.80288386	
ATP12A	NA	0.8028456	
EMP2	NA	0.8028295	
CDH12	NA	0.8026853	
LOC115599069	NA	0.80172783	
SIAH2	NA	0.8017183	
LOC115598485	NA	0.801043	
STK32C	NA	0.8010199	
OGN	NA	0.8005001	
FNIP2	NA	0.8000099	
ANKRD27	NA	0.799908	
CRYBG2	NA	0.79977065	
NRCAM	NA	0.7996266	
TRAF5	NA	0.79934025	
LOC103529825	NA	0.7989728	
TANC2	NA	0.7985163	
TC2N	NA	0.7973845	
LOC103535390	NA	0.79723173	
EOGT	NA	0.7958198	
LOC103527666	NA	0.7947934	
LOC103534139	NA	0.79185003	
LOC115598340	NA	0.7911647	
CNTN2	NA	0.78907645	
INPP5A	NA	0.78900373	
FANCD2OS	NA	0.78900176	
TMEM9	NA	0.78889465	
DPYSL2	NA	0.7887416	
SPRY2	NA	0.78862786	
NIPA1	NA	0.78862345	
LOC103532304	NA	0.78819096	
SCEL	NA	0.78773785	
LOC115597818	NA	0.78770703	
CD9	NA	0.7863677	
STK38L	NA	0.7863427	
MPP3	NA	0.7861581	
DBN1	NA	0.7857662	
PTGS1	NA	0.7855667	
SMIM5	NA	0.7855536	
TFAP2E	NA	0.78531116	
DLL4	NA	0.7852546	
RBBP8	NA	0.7845442	
PIK3IP1	NA	0.78407794	
ATP8A2	NA	0.7838684	
ST8SIA4	NA	0.78370744	
GPRIN3	NA	0.7832897	
NT5E	NA	0.78300285	
LOC103525286	NA	0.782929	
GALNT15	NA	0.78235984	
LOC103533769	NA	0.7819113	
AIF1L	NA	0.7815871	
LOC115598386	NA	0.7815526	
BAZ2B	NA	0.7807466	
PKP4	NA	0.78060406	
LOC115598473	NA	0.78039795	
LOC115599897	NA	0.7794747	
TRIM47	NA	0.779362	
APOD	NA	0.7791586	
CCDC92	NA	0.7786486	
GPR17	NA	0.77795506	
DNAH8	NA	0.77747	
PLEKHO2	NA	0.77699447	
LOC103537348	NA	0.7763801	
LAMA4	NA	0.7758994	
LOC115599239	NA	0.7758829	
SLC24A3	NA	0.77494735	
MARCKS	NA	0.7749018	
LOC115599536	NA	0.7745403	
FOXK1	NA	0.77395886	
ZNF185	NA	0.7729337	
GJD4	NA	0.7727284	
TEX9	NA	0.7711671	
PTCHD1	NA	0.77100146	
ATP7A	NA	0.7708146	
LOC115598589	NA	0.7707775	
HTR1B	NA	0.7707451	
LOC115600200	NA	0.7703291	
RAP1GAP	NA	0.7700868	
PARP6	NA	0.7699001	
MGMT	NA	0.76983273	
CXCR4	NA	0.769808	
FGFR1	NA	0.7696918	
SCAMP1	NA	0.76909685	
CNKSR3	NA	0.7690218	
AMER3	NA	0.76901686	
HOXA1	NA	0.76884717	
INKA2	NA	0.76879025	
GALNT5	NA	0.7685588	
LOC103528849	NA	0.768396	
GRHL3	NA	0.7680454	
LOC103538149	NA	0.76765114	
CDKN1A	NA	0.7668856	
HBEGF	NA	0.7664742	
LOC103539413	NA	0.76640046	
CCP110	NA	0.76573	
TDG	NA	0.7656962	
COL4A5	NA	0.7654009	
JAM3	NA	0.76488686	
ADAMTS10	NA	0.7643177	
ACTA2	NA	0.7639398	
LOC103529029	NA	0.7625907	
CDH22	NA	0.7623828	
TRIM46	NA	0.7623312	
KCNK13	NA	0.76208013	
ZDHHC17	NA	0.7617952	
WDR47	NA	0.7617304	
PTPRO	NA	0.76171565	
BCLAF1	NA	0.7615912	
LOC103532183	NA	0.7611938	
LOC115599852	NA	0.7605465	
GCC2	NA	0.7603692	
PLCE1	NA	0.7603276	
FAM13C	NA	0.75981843	
ADAMTS15	NA	0.7591472	
LHFPL6	NA	0.7585001	
SLC6A17	NA	0.7581879	
SOX4	NA	0.75795645	
VCAN	NA	0.7579375	
HTR2B	NA	0.7576602	
XRN1	NA	0.7572342	
IRF2	NA	0.75721735	
KATNBL1	NA	0.7568989	
YEATS2	NA	0.7566258	
LOC103525862	NA	0.7565894	
LOC103529311	NA	0.75656027	
NRP2	NA	0.75562656	
TCP11L1	NA	0.7555058	
CACNA2D4	NA	0.75545275	
TOX	NA	0.755366	
EPHB3	NA	0.7553124	
FAM171A1	NA	0.75473875	
SACS	NA	0.75354165	
PRKX	NA	0.7528485	
PTPN13	NA	0.75280356	
ARMH4	NA	0.7527127	
TMEM54	NA	0.7517339	
EVC	NA	0.75051385	
KANK3	NA	0.75027937	
LIMS1	NA	0.74935013	
SPATA48	NA	0.7487813	
SLC4A11	NA	0.7486827	
LDB1	NA	0.7483101	
PRTFDC1	NA	0.74800533	
DLGAP2	NA	0.7478348	
FNBP1L	NA	0.7477332	
EYA2	NA	0.74768454	
EVPL	NA	0.74701446	
LOC103528857	NA	0.74647295	
RAI2	NA	0.74561983	
LOC115599814	NA	0.7453706	
KIF7	NA	0.7448302	
LOC115599370	NA	0.74417824	
PRMT8	NA	0.7440838	
CBX3	NA	0.7433606	
DRAXIN	NA	0.74316907	
GRID2	NA	0.7429238	
PPP3CA	NA	0.7420152	
RGL1	NA	0.7416074	
METRN	NA	0.7416007	
MGAT5	NA	0.74140793	
ARFGEF3	NA	0.7413022	
C23H1orf216	NA	0.7411775	
DOC2B	NA	0.74069285	
ESYT1	NA	0.74063414	
WNK4	NA	0.7404126	
CACNA1E	NA	0.7401691	
SELENON	NA	0.7398479	
LOC115599134	NA	0.7396487	
LOC103532531	NA	0.73957133	
TRNAL-UAA	NA	0.73954535	
MAP10	NA	0.7393971	
GCNT4	NA	0.7391044	
LOC115598825	NA	0.7384477	
HTRA3	NA	0.738125	
LOC115598891	NA	0.73765945	
ELAVL2	NA	0.73757523	
HDGFL3	NA	0.73753595	
MTFR2	NA	0.7373141	
LOC115598114	NA	0.7368627	
LOC115599465	NA	0.7358939	
MANEA	NA	0.73578185	
SPHK1	NA	0.73573494	
PPP1R12A	NA	0.734968	
WNK2	NA	0.73493165	
IGSF11	NA	0.73484385	
SOGA1	NA	0.73476243	
CTXN1	NA	0.73474705	
LOC103529161	NA	0.7345532	
ALX4	NA	0.7341198	
MMP28	NA	0.7339459	
LOC115599367	NA	0.7338904	
RCAN3	NA	0.7338841	
PMP22	NA	0.73387265	
KIAA2026	NA	0.73380464	
SCD5	NA	0.7337893	
HOXB8	NA	0.7329515	
LOC103530627	NA	0.7326902	
LOC115598204	NA	0.73262566	
PTPN9	NA	0.73256785	
LOC103531146	NA	0.73247176	
LOC115598637	NA	0.7323427	
EFNB2	NA	0.73166	
RCN2	NA	0.7313793	
UNC13B	NA	0.73136175	
NMNAT2	NA	0.7312341	
MYB	NA	0.7311552	
FGD3	NA	0.7310237	
LOC103530680	NA	0.7308339	
LOC103526872	NA	0.73077726	
TLNRD1	NA	0.7307724	
TRABD2A	NA	0.7306808	
FOXP4	NA	0.73056644	
KBTBD11	NA	0.73054904	
TSPOAP1	NA	0.730328	
TCTN3	NA	0.7292877	
KCNE4	NA	0.72924554	
P3H3	NA	0.728995	
LOC103528399	NA	0.7288747	
LMO2	NA	0.7287404	
PRR16	NA	0.72856575	
CNTFR	NA	0.72844344	
GRHL2	NA	0.72840226	
POU2AF1	NA	0.7280673	
TLK1	NA	0.72803384	
CCN3	NA	0.72796226	
CBX6	NA	0.7278122	
ATP8B3	NA	0.7277241	
GLS	NA	0.72761256	
NDE1	NA	0.72753984	
SLC4A1	NA	0.7272363	
EVA1A	NA	0.7262297	
PRKAR1B	NA	0.726115	
LOC115599535	NA	0.7258812	
TCF3	NA	0.72529995	
WNT5A	NA	0.7250627	
AMZ1	NA	0.7249719	
VWCE	NA	0.72392005	
ANXA5	NA	0.72335	
MLLT1	NA	0.7231824	
LOC115598575	NA	0.7230903	
TNRC18	NA	0.72303057	
LOC115598812	NA	0.7229982	
CWH43	NA	0.72299546	
SLC22A31	NA	0.72257876	
DOP1A	NA	0.72245127	
RAB31	NA	0.72175044	
LOC103528106	NA	0.7215888	
LEF1	NA	0.72155887	
TRA2B	NA	0.7213973	
PRRX1	NA	0.720832	
ADAMTS6	NA	0.7203854	
CDR2L	NA	0.7202501	
RGS14	NA	0.7199927	
LOC103533703	NA	0.7199606	
ODF2L	NA	0.71992767	
EVC2	NA	0.7198782	
LOC115598524	NA	0.7198046	
LGSN	NA	0.7195365	
CRMP1	NA	0.71951395	
SERPINH1	NA	0.7190733	
LOC103535134	NA	0.718625	
CHRD	NA	0.7183049	
TENM4	NA	0.7177176	
LOC115598448	NA	0.71762216	
WIF1	NA	0.7175402	
SYTL3	NA	0.71734756	
GP5	NA	0.7172919	
LOC103534463	NA	0.71711427	
ABCC4	NA	0.7170988	
C2CD2	NA	0.71658	
GNG10	NA	0.7165311	
CFAP206	NA	0.7161504	
LRRTM3	NA	0.71597916	
LOC103531510	NA	0.71578497	
RUNDC3A	NA	0.71570635	
SLC2A13	NA	0.7152575	
LOC103530842	NA	0.71514446	
SLC25A37	NA	0.7150478	
GSN	NA	0.71487194	
LOC103535344	NA	0.71476436	
REPS2	NA	0.71473575	
KIAA1755	NA	0.71471024	
LOC103534504	NA	0.71464044	
KIAA1841	NA	0.71426433	
GK5	NA	0.71413505	
MRVI1	NA	0.71372956	
CSTF3	NA	0.7134969	
LOC103536967	NA	0.71336687	
TRMT6	NA	0.71318686	
FAM83B	NA	0.7130718	
LOXL1	NA	0.71303314	
AMPD3	NA	0.71298337	
TET2	NA	0.7124913	
ASRGL1	NA	0.7123548	
PANX2	NA	0.7122741	
BICC1	NA	0.7118965	
PER2	NA	0.7117062	
ANKRD17	NA	0.7113596	
MTMR6	NA	0.7109272	
MAP2	NA	0.71092355	
TRNAD-GUC_4	NA	0.71077865	
SHISA5	NA	0.71040034	
RNF19B	NA	0.71035725	
AP3B2	NA	0.71013284	
TMEM164	NA	0.7100352	
BOC	NA	0.7099823	
RYBP	NA	0.709718	
NKAIN2	NA	0.7094937	
ADIRF	NA	0.70915264	
CCDC3	NA	0.7090984	
LOC103538135	NA	0.70891875	
SGPP1	NA	0.70889086	
AHNAK2	NA	0.7088743	
TESC	NA	0.7086333	
LOC115599240	NA	0.70809543	
LOC115598518	NA	0.708064	
LOC103535803	NA	0.7079677	
NOTCH1	NA	0.70795095	
MORN5	NA	0.70777905	
ADAM33	NA	0.7075108	
TUBGCP5	NA	0.70735824	
TRAF3IP3	NA	0.7069783	
MSL2	NA	0.7064183	
SLC35F1	NA	0.7063519	
LRRC3B	NA	0.70569646	
LOC115598754	NA	0.705344	
LOC115599510	NA	0.70499927	
PPL	NA	0.70483106	
SHROOM4	NA	0.70476645	
AATK	NA	0.70464855	
SH3GL3	NA	0.7045906	
CHST3	NA	0.7044826	
LOC103530341	NA	0.70435405	
KLF6	NA	0.7042568	
ABI1	NA	0.7037099	
EML1	NA	0.7035344	
MDGA1	NA	0.7025705	
LOC115597931	NA	0.70249236	
ARVCF	NA	0.7015637	
BMP3	NA	0.7015597	
PRKAR2B	NA	0.7015491	
TTF2	NA	0.70149696	
RPRD1A	NA	0.70130324	
HID1	NA	0.7010802	
CFAP52	NA	0.7007158	
CMTM8	NA	0.70069253	
DUSP14	NA	0.700661	
RFLNB	NA	0.70065534	
SLC22A15	NA	0.7003229	
LOC103532966	NA	0.69988036	
NLGN4X	NA	0.69979334	
PUM2	NA	0.69961125	
SLC6A1	NA	0.6993992	
SPOP	NA	0.69858193	
PODXL2	NA	0.69854736	
DRAM1	NA	0.69851077	
GPR132	NA	0.6984896	
UCHL1	NA	0.69842577	
KHDRBS2	NA	0.69834065	
TRH	NA	0.69802177	
ERMN	NA	0.6979466	
ARSK	NA	0.6975164	
LOC115599896	NA	0.6975092	
TFAP2D	NA	0.6974567	
PRICKLE1	NA	0.6973389	
TRNAK-CUU_6	NA	0.6972549	
NFE2L3	NA	0.6968944	
SPON2	NA	0.6966652	
NDP	NA	0.69665676	
SLC12A4	NA	0.6961207	
KCNN2	NA	0.69595516	
SF3B1	NA	0.69591635	
LOC103530451	NA	0.6957435	
MARCHF4	NA	0.6956037	
CSRP1	NA	0.6951974	
CCN1	NA	0.6951818	
TBCC	NA	0.6951304	
KLF17	NA	0.6950488	
GAS7	NA	0.69466513	
CCNL1	NA	0.6946558	
NAV1	NA	0.69455063	
RSPO1	NA	0.69448626	
DMXL1	NA	0.6937438	
PAQR8	NA	0.6932624	
CNIH4	NA	0.6929793	
MSL3	NA	0.6927137	
GLI2	NA	0.6923444	
ITPRIPL2	NA	0.6921747	
IRF2BPL	NA	0.6921363	
LOC115598995	NA	0.69209445	
IDS	NA	0.6920609	
RHNO1	NA	0.6919776	
TRNAL-CAA_1	NA	0.69155973	
UNKL	NA	0.69149595	
ATP10D	NA	0.69147515	
LOC103533480	NA	0.6914399	
MAMDC2	NA	0.6913747	
LOC115599562	NA	0.69120604	
KIAA0040	NA	0.69096154	
GTSF1	NA	0.6909126	
VASH2	NA	0.69051844	
PAK1IP1	NA	0.6904576	
LOC115600461	NA	0.69041276	
SCN3B	NA	0.6903778	
ATP13A5	NA	0.69027305	
SRPX	NA	0.69019574	
COL6A2	NA	0.6900527	
GRXCR1	NA	0.6898511	
CLK4	NA	0.6897284	
LOC103535272	NA	0.6893303	
PRDM5	NA	0.68930286	
MLPH	NA	0.6887947	
REEP3	NA	0.68871653	
MFSD10	NA	0.6886996	
KCNJ4	NA	0.6886755	
RFX7	NA	0.688314	
PKD2	NA	0.68768686	
MMP11	NA	0.68743694	
MYLIP	NA	0.6867451	
HHIPL1	NA	0.6861133	
FAM241A	NA	0.6858969	
VSTM4	NA	0.68534017	
ERC2	NA	0.68495333	
ANTXR2	NA	0.68467396	
LOC103535480	NA	0.6845268	
SLC6A15	NA	0.6841955	
TMSB4X	NA	0.6840522	
MYH11	NA	0.68387365	
DGKI	NA	0.6837517	
ZNF827	NA	0.6837104	
SCNN1G	NA	0.68352294	
FAM49A	NA	0.6833339	
CLIC4	NA	0.68301314	
STX19	NA	0.68267095	
LOC103532771	NA	0.68265384	
LOC115598695	NA	0.6825181	
MYO16	NA	0.68244565	
SULF1	NA	0.6823281	
MSX2	NA	0.6819216	
CCN5	NA	0.681784	
TBC1D19	NA	0.6815734	
TMEM169	NA	0.68153685	
LOC115599323	NA	0.6814493	
CD34	NA	0.68108016	
TMEM200A	NA	0.68091035	
MACC1	NA	0.6806919	
ZBTB5	NA	0.6805709	
NEO1	NA	0.68047816	
PPP2R2B	NA	0.6804463	
LOC103525570	NA	0.6803122	
RBBP8NL	NA	0.68030083	
FRYL	NA	0.68026125	
PHF2	NA	0.6801051	
MYT1	NA	0.68008333	
PDGFRA	NA	0.67998284	
RASSF3	NA	0.6799524	
RBM5	NA	0.67931306	
FGF12	NA	0.6793058	
CNOT6L	NA	0.6791415	
RAB3B	NA	0.67872995	
LOC103532997	NA	0.6786036	
PCNX4	NA	0.67837834	
KIAA1257	NA	0.67827934	
LOC103528614	NA	0.6781744	
SMOC1	NA	0.67811275	
OPN5	NA	0.6776085	
CARHSP1	NA	0.6773664	
KCNJ13	NA	0.67709154	
GLI1	NA	0.6764653	
ANKRD33B	NA	0.67630893	
MEX3A	NA	0.6762848	
TMEM131L	NA	0.67603874	
IL34	NA	0.6756919	
LOC103528035	NA	0.6754832	
MEIG1	NA	0.6754522	
WNT16	NA	0.6751913	
MSANTD4	NA	0.6750301	
KIAA1549	NA	0.67501533	
HECA	NA	0.67494357	
TMEM154	NA	0.674798	
LINGO1	NA	0.6746061	
FAM228B	NA	0.67448556	
FOS	NA	0.67447865	
MPP4	NA	0.67440885	
JAK2	NA	0.6741978	
ITPK1	NA	0.6740561	
BROX	NA	0.6740077	
SHISAL1	NA	0.67350376	
CADPS2	NA	0.67349494	
HIVEP3	NA	0.673355	
PTPRG	NA	0.673348	
ADAM11	NA	0.6732099	
ACKR1	NA	0.6729796	
LOC103537272	NA	0.6729496	
CTTNBP2	NA	0.67293507	
P3H4	NA	0.67237705	
LOC103534351	NA	0.6722911	
PDGFC	NA	0.6722398	
F3	NA	0.672106	
CKAP5	NA	0.67185676	
MAPK8IP2	NA	0.6717601	
F2R	NA	0.6715606	
FZD7	NA	0.6713242	
SLF2	NA	0.67128855	
PPEF1	NA	0.6712533	
SCARF2	NA	0.67100143	
TPGS2	NA	0.6707571	
RPGRIP1L	NA	0.6704633	
IRX1	NA	0.67025846	
ARHGAP26	NA	0.6700767	
CD247	NA	0.6697521	
SCNN1B	NA	0.66968	
ADTRP	NA	0.669644	
ADAL	NA	0.66937864	
JAKMIP1	NA	0.6693639	
PRDM8	NA	0.6693451	
CAMKK2	NA	0.6691081	
LOC103535124	NA	0.66900015	
PALM	NA	0.6689546	
TRPC3	NA	0.668885	
ENTPD3	NA	0.66870475	
ROBO2	NA	0.668294	
LOC103533567	NA	0.66817003	
LOC115599827	NA	0.6681159	
IQSEC1	NA	0.66809064	
SEMA3C	NA	0.6677914	
RPH3AL	NA	0.6677585	
KCNMB2	NA	0.66773885	
