NAME	GS<br> follow link to MSigDB	GS DETAILS	SIZE	ES	NES	NOM p-val	FDR q-val	FWER p-val	RANK AT MAX	LEADING EDGE	
HALLMARK_HEME_METABOLISM	HALLMARK_HEME_METABOLISM	Details ...	148	0.23552874	1.1745648	0.10074627	0.24736981	0.899	3500	tags=29%, list=22%, signal=37%	
HALLMARK_PI3K_AKT_MTOR_SIGNALING	HALLMARK_PI3K_AKT_MTOR_SIGNALING	Details ...	82	0.24774027	1.1292663	0.22189349	0.31859365	0.961	4875	tags=45%, list=31%, signal=65%	
HALLMARK_WNT_BETA_CATENIN_SIGNALING	HALLMARK_WNT_BETA_CATENIN_SIGNALING	Details ...	34	0.28930625	1.0704064	0.32291666	0.4526282	0.995	1619	tags=21%, list=10%, signal=23%	
HALLMARK_TGF_BETA_SIGNALING	HALLMARK_TGF_BETA_SIGNALING	Details ...	46	0.23919831	0.9462326	0.57103825	0.8538632	1.0	4451	tags=41%, list=28%, signal=58%	
HALLMARK_GLYCOLYSIS	HALLMARK_GLYCOLYSIS		163	0.1828075	0.9317766	0.64705884	0.86662287	1.0	4090	tags=31%, list=26%, signal=41%	
HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY	HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY		39	0.23650123	0.8985281	0.63010204	0.9365347	1.0	4877	tags=44%, list=31%, signal=63%	
HALLMARK_ANDROGEN_RESPONSE	HALLMARK_ANDROGEN_RESPONSE		89	0.19815905	0.8843543	0.71517026	0.9404925	1.0	4818	tags=43%, list=31%, signal=61%	
HALLMARK_P53_PATHWAY	HALLMARK_P53_PATHWAY		156	0.17127013	0.85697806	0.87109375	0.97507626	1.0	3636	tags=26%, list=23%, signal=34%	
HALLMARK_DNA_REPAIR	HALLMARK_DNA_REPAIR		110	0.18222022	0.8517531	0.8370607	0.94780546	1.0	4940	tags=38%, list=32%, signal=55%	
HALLMARK_ALLOGRAFT_REJECTION	HALLMARK_ALLOGRAFT_REJECTION		119	0.16761513	0.8062525	0.9205298	0.9960776	1.0	5112	tags=35%, list=33%, signal=52%	
HALLMARK_MYC_TARGETS_V1	HALLMARK_MYC_TARGETS_V1		161	0.14684875	0.74057615	0.9896194	1.0	1.0	2775	tags=18%, list=18%, signal=22%	
HALLMARK_SPERMATOGENESIS	HALLMARK_SPERMATOGENESIS		89	0.16114683	0.7238176	0.978022	1.0	1.0	3898	tags=30%, list=25%, signal=40%	
HALLMARK_MITOTIC_SPINDLE	HALLMARK_MITOTIC_SPINDLE		174	0.13742217	0.70228094	1.0	0.97704613	1.0	4186	tags=23%, list=27%, signal=31%	
