NAME	TITLE	SCORE	
SLC18A2	NA	0.4664261	
IP6K1	NA	0.46593544	
BEST3	NA	0.46591866	
PER3	NA	0.46552223	
HOXB13	NA	0.4647617	
NUDT6	NA	0.4647003	
TRIT1	NA	0.46439698	
TMEM216	NA	0.46436915	
LOC103539287	NA	0.46386296	
WSB1	NA	0.4637713	
ANGPTL2	NA	0.46369046	
PIDD1	NA	0.4636443	
TMTC2	NA	0.4635167	
LOC103533587	NA	0.46351093	
LY96	NA	0.46331036	
LRIG3	NA	0.4631612	
SWT1	NA	0.46273738	
RAD21L1	NA	0.46248674	
FBXO10	NA	0.46223372	
LOC115598210	NA	0.46216166	
DND1	NA	0.46205053	
RNF123	NA	0.46175328	
SCLT1	NA	0.46092898	
LOC115599783	NA	0.4600307	
NSMAF	NA	0.45992583	
PLXNA2	NA	0.45957997	
LOC115598170	NA	0.45931876	
EXTL1	NA	0.45915923	
LOC103535822	NA	0.4587389	
MNAT1	NA	0.45866033	
BTBD2	NA	0.4586522	
LOC115598866	NA	0.4581567	
MCMDC2	NA	0.4581412	
LOC103532550	NA	0.45765382	
STYK1	NA	0.45716944	
ZNF706	NA	0.45699784	
CACNG4	NA	0.4566983	
NAT9	NA	0.4566822	
OGN	NA	0.45638722	
DNAH8	NA	0.4560029	
CBLN4	NA	0.45574826	
LOC115600203	NA	0.45558006	
EHMT1	NA	0.45549375	
ARHGEF10L	NA	0.4548762	
KCTD15	NA	0.4548487	
SLC6A19	NA	0.45455053	
GLRB	NA	0.4543771	
WNT16	NA	0.4531321	
LOC115598861	NA	0.45297444	
FGF22	NA	0.45277378	
EML1	NA	0.45241168	
SPRY3	NA	0.45201382	
METRNL	NA	0.4519817	
LOC115599699	NA	0.45197374	
VAMP3	NA	0.45170188	
LOC115597966	NA	0.45146725	
ASRGL1	NA	0.45146245	
LOC103525550	NA	0.45031795	
TOMM70	NA	0.45006165	
CYS1	NA	0.4494387	
FAM229A	NA	0.4490436	
FAM43A	NA	0.4489221	
TMEM213	NA	0.44882828	
LOC103525760	NA	0.44849712	
LOC115600131	NA	0.4483672	
LOC103535803	NA	0.44822875	
ZDHHC6	NA	0.4479492	
TRNAK-CUU_7	NA	0.447621	
PCSK9	NA	0.44634336	
LOC115600078	NA	0.44625628	
PPP1R27	NA	0.44605073	
MATN2	NA	0.44601429	
ATP6V1G3	NA	0.44593823	
LOC115599062	NA	0.4458805	
LOC103532967	NA	0.4455594	
LOC103537409	NA	0.44482127	
SPAG17	NA	0.444811	
LOC115599982	NA	0.4447581	
CLRN1	NA	0.44457877	
ATP6V1C2	NA	0.44452074	
LOC115599688	NA	0.4444178	
ONECUT2	NA	0.44432038	
LOC103526347	NA	0.4434164	
CAMK1	NA	0.4434006	
TIMP2	NA	0.4433244	
PIK3R5	NA	0.4432933	
TMIE	NA	0.4430462	
PRLH	NA	0.44295174	
TRNAY-GUA_1	NA	0.44273573	
ZC3H6	NA	0.44228178	
LOC103528260	NA	0.44180226	
MEIKIN	NA	0.44113964	
ADARB2	NA	0.44109184	
LOC103532576	NA	0.4410599	
GRM5	NA	0.44098577	
WNT9B	NA	0.44098577	
MC1R	NA	0.44084007	
INSC	NA	0.44060528	
LOC103531573	NA	0.44043547	
LOC115598084	NA	0.44003665	
DNAJC16	NA	0.43985784	
LOC103531109	NA	0.43981564	
LOC115600312	NA	0.43975103	
MRC2	NA	0.43932712	
ECM2	NA	0.43898743	
LOC115598082	NA	0.4388514	
GPR15	NA	0.43882382	
LOC103525574	NA	0.43882382	
INHBB	NA	0.43881467	
GAS7	NA	0.4387543	
LOC103532456	NA	0.43867677	
LOC115598206	NA	0.43865502	
LOC115598988	NA	0.43855786	
LOC103529399	NA	0.43849856	
CHST1	NA	0.43819886	
BICDL1	NA	0.43813068	
LOC115600329	NA	0.43751198	
C19H17orf64	NA	0.4373127	
SLC1A7	NA	0.43718857	
BSND	NA	0.43717697	
LOC103539066	NA	0.43705377	
LOC115599517	NA	0.43704918	
LOC103525570	NA	0.4369129	
LOC103527078	NA	0.43686083	
ADAMTSL3	NA	0.4363867	
IL5RA	NA	0.43596426	
ME2	NA	0.43593064	
FRRS1	NA	0.43564308	
LOC103529173	NA	0.4355431	
COL1A1	NA	0.43540347	
TCTEX1D1	NA	0.43475062	
ZAR1L	NA	0.43454233	
HOXC9	NA	0.4345248	
LOC115599979	NA	0.43444487	
TAF1A	NA	0.4344182	
TUBD1	NA	0.43433204	
CALB2	NA	0.43416327	
LOC103525241	NA	0.43358868	
DUOXA2	NA	0.43333623	
COL9A1	NA	0.43324846	
PHETA2	NA	0.43307835	
CHAT	NA	0.43299294	
USP31	NA	0.43247634	
OLFML3	NA	0.43234617	
KREMEN1	NA	0.4321914	
TCP11L1	NA	0.43206322	
DMRT2	NA	0.43171299	
OTC	NA	0.43147966	
SRRD	NA	0.43128103	
NDUFA4L2	NA	0.4310924	
AGTPBP1	NA	0.43062976	
LOC115600449	NA	0.43033	
LOC115597893	NA	0.4301041	
CNTN1	NA	0.42922264	
WWTR1	NA	0.4291543	
GPRC6A	NA	0.42868444	
AK3	NA	0.42863527	
MSRA	NA	0.42825717	
MYLIP	NA	0.4280195	
LOC103527435	NA	0.42770106	
RAB37	NA	0.42755687	
ARVCF	NA	0.42755604	
COL16A1	NA	0.42750943	
SYT17	NA	0.4271904	
FAM185A	NA	0.42714325	
CLK1	NA	0.42708424	
LOC103532969	NA	0.42673948	
SEMA3G	NA	0.42664057	
PIK3IP1	NA	0.426448	
NOTCH1	NA	0.42637104	
MTHFD2L	NA	0.42623377	
ADAMTS8	NA	0.42591754	
LOC115598950	NA	0.42519885	
LOC115600311	NA	0.42511895	
ASB1	NA	0.42510772	
B3GLCT	NA	0.42504886	
LOC103527533	NA	0.4245227	
LOC115598012	NA	0.4244593	
LOC115598561	NA	0.42436823	
LOC115600444	NA	0.42429742	
SEL1L3	NA	0.42408174	
INSM2	NA	0.42407057	
F3	NA	0.42403093	
C1QL4	NA	0.4239075	
SSH1	NA	0.42384267	
LOC115598653	NA	0.42384225	
NEUROD2	NA	0.42367208	
LOC115598872	NA	0.42362234	
LOC115600363	NA	0.423494	
PLA2G12A	NA	0.42339215	
TMPPE	NA	0.42328852	
TOM1	NA	0.42321044	
LOC115598176	NA	0.4229987	
LOC115597957	NA	0.4226441	
FBXL16	NA	0.4219692	
OPRD1	NA	0.42194638	
LRRN3	NA	0.421891	
ENDOV	NA	0.42178494	
SYT8	NA	0.42148924	
CCNL1	NA	0.42118093	
CCP110	NA	0.42113683	
DPP10	NA	0.42105898	
PPP2R3B	NA	0.42085546	
LSAMP	NA	0.42085317	
SYBU	NA	0.42076424	
RPP25	NA	0.42022339	
INSL5	NA	0.41971403	
ST8SIA2	NA	0.4196441	
SCNN1A	NA	0.4193706	
LOC115600080	NA	0.41935727	
GRID2	NA	0.41835147	
LOC103529001	NA	0.41824472	
LOC103532794	NA	0.41799274	
LOC103533889	NA	0.41764343	
C13H5orf15	NA	0.4175561	
LOC103531226	NA	0.41754144	
ZEB2	NA	0.4174861	
ASNS	NA	0.41731608	
LOC115599680	NA	0.41728508	
NID1	NA	0.41717276	
DIPK2A	NA	0.41714397	
RPRML	NA	0.41694754	
AEBP1	NA	0.41693163	
COG7	NA	0.41673148	
NOXO1	NA	0.416676	
LOC103537724	NA	0.41663226	
HPRT1	NA	0.4162962	
LOC103528944	NA	0.41617876	
SP7	NA	0.41612455	
CLDN34	NA	0.41593593	
KNOP1	NA	0.41583663	
FNDC1	NA	0.41534823	
RFXAP	NA	0.41493323	
SYAP1	NA	0.41460305	
HOXA10	NA	0.41446775	
WDR72	NA	0.4143579	
ATP6V0A4	NA	0.41386342	
LOC103538127	NA	0.41354325	
CCM2L	NA	0.41343698	
MTERF4	NA	0.41326275	
LOC115598044	NA	0.41313446	
UROS	NA	0.41295654	
FAM171A1	NA	0.4124753	
ID1	NA	0.41237077	
ACVRL1	NA	0.41235137	
STOM	NA	0.4123273	
GDF15	NA	0.41209927	
ATP6V1B1	NA	0.41204253	
IGFBP3	NA	0.4114688	
CPLX1	NA	0.4113063	
LOC115599284	NA	0.41098773	
JUN	NA	0.4109253	
MAK16	NA	0.41086715	
RGS7BP	NA	0.410705	
ROBO3	NA	0.41036403	
GIPC3	NA	0.4102676	
LOC103525680	NA	0.41014117	
ZBTB5	NA	0.41010684	
NDUFAF7	NA	0.41006958	
SHROOM4	NA	0.40975595	
DOC2B	NA	0.409445	
PLLP	NA	0.40943828	
SPIC	NA	0.40933704	
THBS3	NA	0.40873784	
LOC115598728	NA	0.40873	
CD34	NA	0.40868595	
OTULINL	NA	0.40834785	
GAS2L2	NA	0.40809602	
HOXA13	NA	0.40789443	
S100P	NA	0.40789047	
ADAMTS15	NA	0.40749246	
EIF4G3	NA	0.40728953	
PALMD	NA	0.4070181	
DPYSL2	NA	0.4068212	
RSRP1	NA	0.40680012	
MAB21L3	NA	0.40664768	
EXOC7	NA	0.406576	
LOC115600209	NA	0.40641657	
LOC115599527	NA	0.40634406	
LAMA4	NA	0.40600902	
ABHD11	NA	0.4056356	
ABCB5	NA	0.40556648	
LOC115597960	NA	0.4054642	
HCN1	NA	0.40534723	
LOC103535868	NA	0.4053135	
LOC115598229	NA	0.40528482	
LOC103532183	NA	0.40527076	
TFCP2L1	NA	0.40523976	
ARL13A	NA	0.40486217	
PNOC	NA	0.4048041	
LOC103526969	NA	0.40401545	
RAP1GAP	NA	0.40397438	
LOC115600481	NA	0.40397117	
LRRC75A	NA	0.40372673	
C7	NA	0.40364116	
INTS8	NA	0.40346843	
RSRC1	NA	0.40334424	
TPGS2	NA	0.4029654	
DCTN3	NA	0.40294838	
NEIL2	NA	0.40269056	
HAPLN1	NA	0.4026032	
LOC103534279	NA	0.4024152	
MMD2	NA	0.40221053	
LOC103536991	NA	0.40199715	
MRPL50	NA	0.40198702	
LOC115599437	NA	0.40169087	
LOC115599540	NA	0.40139523	
FOXR1	NA	0.40121785	
LOC115600014	NA	0.4011151	
TBC1D16	NA	0.40099412	
PLK2	NA	0.40091285	
LOC103526348	NA	0.40088308	
B3GALT2	NA	0.4000725	
RNF223	NA	0.40001002	
LOC115599580	NA	0.39999	
LOC115597902	NA	0.39992702	
LOC103537477	NA	0.39984912	
ANKRD55	NA	0.3997227	
COL6A3	NA	0.39960992	
FILIP1L	NA	0.39947405	
ADGRL2	NA	0.39909315	
KDM5B	NA	0.39888	
COMMD8	NA	0.39886495	
LOC103539847	NA	0.39881733	
COL4A2	NA	0.39862105	
KBTBD11	NA	0.3985454	
ZSWIM6	NA	0.3984335	
IL11RA	NA	0.39831212	
CCSER1	NA	0.3982926	
CMTR2	NA	0.39809516	
LRRFIP2	NA	0.39795932	
GRAMD2B	NA	0.3974596	
LOC103539721	NA	0.39739746	
RCSD1	NA	0.39725342	
LOC103539722	NA	0.39712787	
GTPBP8	NA	0.3968957	
LOC103530884	NA	0.3966723	
AMD1	NA	0.3966579	
LOC103536092	NA	0.39642218	
LRIG2	NA	0.39642152	
LOC103532194	NA	0.39634013	
DPY19L3	NA	0.39542493	
FCHO2	NA	0.3952658	
PDCD2L	NA	0.39525834	
HOXA3	NA	0.3948794	
LOC115599827	NA	0.39475787	
BEGAIN	NA	0.39453527	
CRYAB	NA	0.3944035	
PNRC1	NA	0.39435515	
ARRDC2	NA	0.39396587	
LOC115598645	NA	0.3937303	
LOC103535869	NA	0.3937299	
EMP2	NA	0.3934603	
SCNN1B	NA	0.39333847	
LOC115599548	NA	0.39330158	
LOC103536414	NA	0.3932949	
GFOD2	NA	0.39276326	
ASPN	NA	0.39267913	
EXOG	NA	0.39260286	
LOC103532174	NA	0.3918261	
CEND1	NA	0.39175504	
LOC103526182	NA	0.39170468	
GALNT15	NA	0.39149627	
TNIP2	NA	0.39142817	
LOC103529089	NA	0.39130715	
TSC22D1	NA	0.39124003	
CCDC28B	NA	0.39107284	
FOXI1	NA	0.39087272	
SGCG	NA	0.39045203	
LOC115599084	NA	0.38987058	
DNAI1	NA	0.3898137	
CAST	NA	0.38931498	
PID1	NA	0.38913083	
LOC103530680	NA	0.3890353	
METTL22	NA	0.38864282	
LOC115597907	NA	0.3884289	
PRXL2C	NA	0.38837168	
LAMB1	NA	0.3882976	
MLLT6	NA	0.3882187	
SLC4A9	NA	0.38795853	
FEV	NA	0.38785163	
SCD5	NA	0.38773763	
LOC103533027	NA	0.3877185	
LOC115599960	NA	0.3875405	
CMPK2	NA	0.3872209	
LOC115599214	NA	0.3864557	
EIF3E	NA	0.38633624	
TAFA1	NA	0.38629845	
CPN2	NA	0.38625026	
LOC115599108	NA	0.3861738	
LOC103528105	NA	0.38601923	
FAM189B	NA	0.38601553	
SMAD9	NA	0.38599467	
ZFC3H1	NA	0.38591838	
FBLN2	NA	0.3857219	
VCAN	NA	0.38545293	
LOC103534725	NA	0.38544455	
ZNF532	NA	0.385319	
HDGFL3	NA	0.38480985	
CHRNG	NA	0.38467667	
PPCDC	NA	0.38466015	
PIGB	NA	0.38441163	
CPNE7	NA	0.38431856	
BCL9L	NA	0.3840598	
LOC115598172	NA	0.38394666	
MAB21L1	NA	0.3839349	
FAR1	NA	0.38382646	
COL4A3	NA	0.38350028	
SEMA4C	NA	0.38304374	
KLHL38	NA	0.38296145	
C21H1orf167	NA	0.38267452	
UNC13D	NA	0.38266525	
SCNN1G	NA	0.3826417	
FGFR1	NA	0.38240847	
HINT2	NA	0.38222083	
LOC103535634	NA	0.38206613	
UPF3A	NA	0.38181052	
VWF	NA	0.3816954	
CCNA1	NA	0.38167304	
OXNAD1	NA	0.38161966	
CHAD	NA	0.38160604	
LOC103532997	NA	0.38159347	
THRA	NA	0.3815315	
PLA2G7	NA	0.38152513	
OBSL1	NA	0.38136265	
HTRA3	NA	0.38123724	
ZHX1	NA	0.38115215	
CCDC9B	NA	0.38113457	
MKX	NA	0.38077176	
FOXQ1	NA	0.38073707	
TRIM24	NA	0.38062888	
LOC103535195	NA	0.3805799	
DUPD1	NA	0.38038597	
ACSBG1	NA	0.3803579	
USP28	NA	0.37983415	
LOC115599538	NA	0.37983033	
LOC103532457	NA	0.37981686	
PMAIP1	NA	0.37971622	
DLGAP2	NA	0.37948352	
TCTN3	NA	0.37938604	
CHST10	NA	0.37937	
LOC115600384	NA	0.37920883	
GDA	NA	0.3792041	
ATP6V0D2	NA	0.3788991	
BRS3	NA	0.3788973	
LOC115599714	NA	0.3788226	
CINP	NA	0.3787997	
FOXK2	NA	0.37874517	
ESCO1	NA	0.37855187	
LOC103528234	NA	0.37854135	
CSRP3	NA	0.37837127	
COL20A1	NA	0.3783629	
TLNRD1	NA	0.3783228	
COL4A1	NA	0.37820646	
HMOX2	NA	0.3781682	
HLTF	NA	0.37807554	
GTPBP3	NA	0.37769848	
HOXB6	NA	0.3775911	
LOC115599390	NA	0.37757766	
LOC115599156	NA	0.3774847	
SGCA	NA	0.3773428	
FLRT2	NA	0.37691334	
POLK	NA	0.3769004	
LOC115598888	NA	0.37677416	
COL10A1	NA	0.3766106	
LOC103531483	NA	0.3763324	
YY1	NA	0.37626222	
HTR2C	NA	0.37624872	
LDLRAP1	NA	0.37624416	
SGCZ	NA	0.37618014	
HES1	NA	0.3757944	
RADIL	NA	0.3756167	
DPYSL5	NA	0.37542686	
PYGB	NA	0.3752016	
CNTFR	NA	0.37514624	
MRPL58	NA	0.37509906	
ZBTB11	NA	0.37507245	
BCL9	NA	0.37503263	
PLCE1	NA	0.3747881	
LOC115598762	NA	0.37466183	
LOC115598865	NA	0.3743991	
PCDH7	NA	0.37407497	
PHF13	NA	0.37395874	
SLC10A2	NA	0.3738024	
TMCO3	NA	0.37369207	
DPH6	NA	0.37367743	
NRP2	NA	0.37363112	
LOC103529161	NA	0.37351674	
MMP2	NA	0.37312174	
LOC115598835	NA	0.37291393	
ZFAND4	NA	0.37291348	
HOOK3	NA	0.37285656	
BRWD1	NA	0.3726647	
DEGS2	NA	0.3725888	
ZBTB46	NA	0.37255892	
ITGA11	NA	0.37248272	
LOC115599913	NA	0.37243408	
MCEE	NA	0.3722446	
SOX10	NA	0.37202984	
GINS4	NA	0.37159514	
CNIH4	NA	0.3715059	
CDC20B	NA	0.3714942	
SLC16A9	NA	0.37108985	
SVEP1	NA	0.37108952	
LOC103537172	NA	0.37096742	
MTSS2	NA	0.37092125	
LOC115600238	NA	0.37074897	
FLII	NA	0.37051216	
CTNNA3	NA	0.37025017	
PIM1	NA	0.37012383	
AVPR1A	NA	0.3701156	
KCNJ15	NA	0.3697545	
PRICKLE1	NA	0.36970094	
MAL	NA	0.3696574	
F8	NA	0.36938545	
COQ5	NA	0.3693711	
NRG3	NA	0.3692742	
LOC115598802	NA	0.36888358	
BOC	NA	0.36884868	
WDR41	NA	0.36874285	
MCM10	NA	0.3684265	
FGR	NA	0.36840823	
ADGRG2	NA	0.36838868	
MRPS23	NA	0.36789384	
NHSL2	NA	0.3677283	
KIAA0319L	NA	0.36767864	
ACOT9	NA	0.3676475	
LOC115598029	NA	0.36762804	
TMEM158	NA	0.36760274	
IFI30	NA	0.36733904	
TWIST2	NA	0.36733314	
LOC103531220	NA	0.36712644	
CPS1	NA	0.36710677	
LOC103539413	NA	0.3670845	
RGMA	NA	0.36696067	
SGSM1	NA	0.3668835	
