NAME	GS<br> follow link to MSigDB	GS DETAILS	SIZE	ES	NES	NOM p-val	FDR q-val	FWER p-val	RANK AT MAX	LEADING EDGE	
HALLMARK_ADIPOGENESIS	HALLMARK_ADIPOGENESIS	Details ...	156	0.2911526	1.3710881	0.02163833	0.088287205	0.743	3079	tags=28%, list=20%, signal=34%	
HALLMARK_UV_RESPONSE_UP	HALLMARK_UV_RESPONSE_UP	Details ...	111	0.29102585	1.3078758	0.07176287	0.13900559	0.895	1681	tags=19%, list=11%, signal=21%	
HALLMARK_UNFOLDED_PROTEIN_RESPONSE	HALLMARK_UNFOLDED_PROTEIN_RESPONSE	Details ...	97	0.29186895	1.2845101	0.08609272	0.15423475	0.929	4758	tags=42%, list=30%, signal=60%	
HALLMARK_ALLOGRAFT_REJECTION	HALLMARK_ALLOGRAFT_REJECTION	Details ...	119	0.279853	1.2725527	0.0792393	0.1587808	0.942	4898	tags=39%, list=31%, signal=57%	
HALLMARK_INTERFERON_GAMMA_RESPONSE	HALLMARK_INTERFERON_GAMMA_RESPONSE	Details ...	119	0.26258507	1.200518	0.14820592	0.24701199	0.992	4844	tags=41%, list=31%, signal=59%	
HALLMARK_P53_PATHWAY	HALLMARK_P53_PATHWAY	Details ...	156	0.25082546	1.1780566	0.1494607	0.27089214	0.998	4873	tags=40%, list=31%, signal=58%	
HALLMARK_HYPOXIA	HALLMARK_HYPOXIA		163	0.23182264	1.0926199	0.26060605	0.43141824	1.0	3934	tags=31%, list=25%, signal=41%	
HALLMARK_PROTEIN_SECRETION	HALLMARK_PROTEIN_SECRETION		90	0.21788828	0.9339424	0.60361844	0.8601208	1.0	3771	tags=30%, list=24%, signal=39%	
HALLMARK_APOPTOSIS	HALLMARK_APOPTOSIS		119	0.20197055	0.92002326	0.6342593	0.86785924	1.0	2124	tags=15%, list=14%, signal=17%	
HALLMARK_IL2_STAT5_SIGNALING	HALLMARK_IL2_STAT5_SIGNALING		164	0.18728903	0.8790648	0.7597598	0.9577964	1.0	3941	tags=26%, list=25%, signal=35%	
HALLMARK_ANGIOGENESIS	HALLMARK_ANGIOGENESIS		28	0.24571669	0.8416721	0.6985294	1.0	1.0	2361	tags=21%, list=15%, signal=25%	
HALLMARK_ANDROGEN_RESPONSE	HALLMARK_ANDROGEN_RESPONSE		89	0.18451771	0.79032934	0.8734375	1.0	1.0	2492	tags=20%, list=16%, signal=24%	
HALLMARK_APICAL_JUNCTION	HALLMARK_APICAL_JUNCTION		146	0.16693659	0.78892404	0.89681333	1.0	1.0	2732	tags=17%, list=17%, signal=21%	
HALLMARK_PI3K_AKT_MTOR_SIGNALING	HALLMARK_PI3K_AKT_MTOR_SIGNALING		82	0.18060832	0.78249043	0.8850394	1.0	1.0	1537	tags=13%, list=10%, signal=15%	
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION		167	0.16271167	0.7727808	0.94075143	1.0	1.0	1403	tags=11%, list=9%, signal=12%	
HALLMARK_TNFA_SIGNALING_VIA_NFKB	HALLMARK_TNFA_SIGNALING_VIA_NFKB		147	0.16595426	0.7641545	0.95253164	0.97983325	1.0	4151	tags=24%, list=27%, signal=33%	
HALLMARK_WNT_BETA_CATENIN_SIGNALING	HALLMARK_WNT_BETA_CATENIN_SIGNALING		34	0.19277331	0.68022406	0.9165186	1.0	1.0	3731	tags=32%, list=24%, signal=42%	
HALLMARK_MYC_TARGETS_V1	HALLMARK_MYC_TARGETS_V1		161	0.111870125	0.530042	1.0	0.9990305	1.0	5531	tags=37%, list=35%, signal=57%	
